review,rating
sangat asri hijau dan teduh,5
"Kampus Mulawarman ini memang terkenal sangat asri hijau dan teduh banyak tanaman hias dan pohon di kompleks rektorat kampus, banyak mahasiswa asal daerah lain di Kaltim-Kaltara yang belajar disini jadi sudah seperti melting-pot ketemu anak …",5
banyak banget pepohonan,5
Tropisss ku!!,5
minat utama anak muda saat ini.. …,5
"Univ terbesar di kalimantan timur, melahirkan mahasiswa/i yang berkualitas.. semoga selalu menjadi minat utama anak muda saat ini.. …",5
Sangat sanattt baik,5
Sangat baik,5
jangan besar aja tapi gamau dikritik,1
jangan lulusin tomi,1
Almamater tercinta,5
Kampus Almamater tercinta,5
Nyaman. disini..,2
Nyaman...,2
"Universitas negeri besar terbesar di Kalimantan timur. Dan selalu berkembang kualitasnya dari pengajar,sistem kuliah,dan pembangunan gedung,banyak gedung baru yg sangat bagus menjadi terlihat fresh ketika masuk lingkungan universitas. Semoga kedepannya bangunan yang sudah termakan usia segera direnovasi kembali menjadi gedung yang nyaman",4
"Universitas negeri terbesar di Kalimantan timur. Dan selalu berkembang kualitasnya dari pengajar,sistem kuliah,dan pembangunan gedung,banyak gedung baru yg sangat bagus menjadi terlihat fresh ketika masuk lingkungan universitas. Semoga kedepannya bangunan yang sudah termakan usia segera direnovasi kembali menjadi gedung yang nyaman",4
Universitas saya,3
Universitas saya gunung kelua,3
Ya,3
Ya,5
Bangunan teratur,4
"Bangunan teratur, akses jalan mudah dan luas",4
FKIP👍 …,4
"Pelayan prima,khususx Portir Dekan FKIP👍 …",4
membosankan,2
Kampus dengan kontur yg menarik dan tidak membosankan,5
b aja,2
Wow kampus ini,5
gamau rekomendasikan,2
"senang, nyaman, menantang",5
Kampus pendidikan yang asri hijau rimbun tenang jauh dari kebisingan dan kemacetan,4
Kampus pendidikan yang asri hijau rimbun tenang jauh dari kebisingan dan kemacetan,3
No.1 di kalimantan tapi ga dngn kualitasnya,1
No.1 di kalimantan,5
Universitas yng ada di samarinda,5
Universitas negeri terbaik di samarinda,5
salah satu yang  terbaik 👍🏾 …,5
Universitas terbaik di Kaltim 👍🏾 …,5
Nyaman kelasnya utk belajar.,5
Nyaman..,5
Saya kuliah disini sih. Lumayan lah,5
Saya kuliah disini sih. Lumayan lah,5
"asri dan hijau.jalanan mulus,berkelok Terdapat beberapa fakultas unggulan,dengan gedung belajar dan penunjang  yang apik dan modern.",5
"Area Unmul sangat luas ,asri dan hijau.jalanan mulus,berkelok ,tapi saat air pasang ada dibeberapa titik menjadi banjir. Terdapat beberapa fakultas unggulan,dengan gedung belajar dan penunjang  yang apik dan modern.",5
Luas,5
tapi saat air pasang ada dibeberapa titik menjadi banjir.,5
Subhanallah,5
Subhanallah alhamdulila,5
"Universitas Terbaik di Pulau Kalimantan, pusat pembelajaran yang maju dan beragam.",5
Di Pulau Kalimantan Universitas Terbaik yaitu Unmul,5
Kampus kerennnnnnnn❤️,5
Kampus keren❤️,5
Pohon² banyak kering tapi bagus,5
Pohon² dan tanaman membuat lebih indah dan segar,5
"Komplek kampusnya asri, hijau dan tenang.",5
"Komplek kampusnya asri, hijau dan tenang.",5
👍👍👍👍 …,5
Universitas negri terbaik di Kaltim 👍 …,5
mantapkan👍👍👍👍👍,5
Didepan Dekanat FKIP Unmul terdapat sebuah taman yang sangat cocok untuk bersantai bagi para mahasiswa. Taman tersebut juga menyediakan tempat duduk dan terdapat satu coffee shop yang menyediakan berbagai minuman.,5
"Keren ruangan integrated lab unmul, bersih, toiletnya pun bersih.",5
lab unmul bersih,5
banyak lab farmasi,5
Bagus,5
aku sennag sekali,5
Bagus sekali,5
dadadadah,5
mantap bat dadadadah,5
Donatur 14,5
banyak donaturnya disini,5
Tempat kuliah Anak-anak,5
Tempat kuliah Anak-anak Kalimantan Timur,5
Untuk secara keseluruhan kampus ini adalah yang terbaik di Kalimantan timur,5
oke banget kampus ini,5
ga dikasih lolos sama unmul,1
unmul🥰😋💗💗💗💗ku💗💗,5
good,4
pusat pembelajaran yang maju dan beragam,5
ga ada pembulian di sini,5
dosennya banyak cabul,1
sering banget viral,2
kemacetan terjadi,3
wisuda padat banget eh,2
banyak gedung baru yg sangat bagus menjadi terlihat fresh ketika masuk lingkungan universitas. Semoga kedepannya bangunan yang sudah termakan usia segera direnovasi kembali menjadi gedung yang nyaman,5
wc nya wangi tapi ada yang di wc fakultas... Gabagus kotor airnya dan tidak terawat,3
tempat kopi yang oke dimana ya,4
